date,theme,mention_count,avg_sentiment,discovery_signal
2025-12-29,Model Release,30,0.361,33
2025-12-29,Research Breakthrough,18,0.753,37
2025-12-29,Product Launch,18,0.257,24
2025-12-29,Policy & Regulation,13,0.154,14
2025-12-29,Funding/M&A,14,0.402,19
2025-12-29,Open-Source,15,0.483,25
2025-12-29,Safety Incident,7,-0.545,6
2025-12-30,Model Release,33,0.427,50
2025-12-30,Research Breakthrough,18,0.284,27
2025-12-30,Product Launch,17,0.321,23
2025-12-30,Policy & Regulation,13,0.055,18
2025-12-30,Funding/M&A,16,0.127,16
2025-12-30,Open-Source,19,0.605,34
2025-12-30,Safety Incident,9,-0.364,6
2025-12-31,Model Release,31,0.444,51
2025-12-31,Research Breakthrough,21,0.469,34
2025-12-31,Product Launch,24,0.461,40
2025-12-31,Policy & Regulation,15,-0.135,12
2025-12-31,Funding/M&A,15,0.367,23
2025-12-31,Open-Source,19,0.13,19
2025-12-31,Safety Incident,9,-0.456,6
2026-01-01,Model Release,35,0.396,68
2026-01-01,Research Breakthrough,27,0.542,44
2026-01-01,Product Launch,21,0.262,24
2026-01-01,Policy & Regulation,16,0.099,13
2026-01-01,Funding/M&A,14,0.031,18
2026-01-01,Open-Source,17,0.668,26
2026-01-01,Safety Incident,7,-0.258,6
2026-01-02,Model Release,23,0.255,29
2026-01-02,Research Breakthrough,21,0.681,32
2026-01-02,Product Launch,17,0.283,24
2026-01-02,Policy & Regulation,14,0.072,15
2026-01-02,Funding/M&A,11,-0.148,10
2026-01-02,Open-Source,15,0.566,24
2026-01-02,Safety Incident,10,-0.464,8
2026-01-03,Model Release,26,0.175,34
2026-01-03,Research Breakthrough,11,0.602,19
2026-01-03,Product Launch,16,0.308,19
2026-01-03,Policy & Regulation,9,0.332,14
2026-01-03,Funding/M&A,10,0.256,14
2026-01-03,Open-Source,19,0.6,33
2026-01-03,Safety Incident,6,-0.129,6
2026-01-04,Model Release,21,0.13,23
2026-01-04,Research Breakthrough,17,0.618,32
2026-01-04,Product Launch,19,0.308,29
2026-01-04,Policy & Regulation,15,0.214,23
2026-01-04,Funding/M&A,8,0.046,8
2026-01-04,Open-Source,7,0.413,12
2026-01-04,Safety Incident,6,-0.415,5
2026-01-05,Model Release,26,0.401,34
2026-01-05,Research Breakthrough,24,0.135,31
2026-01-05,Product Launch,16,0.548,28
2026-01-05,Policy & Regulation,9,-0.386,7
2026-01-05,Funding/M&A,12,0.146,15
2026-01-05,Open-Source,17,0.154,17
2026-01-05,Safety Incident,7,-0.515,6
2026-01-06,Model Release,29,0.319,48
2026-01-06,Research Breakthrough,18,0.259,26
2026-01-06,Product Launch,25,0.243,29
2026-01-06,Policy & Regulation,11,0.097,11
2026-01-06,Funding/M&A,20,0.601,35
2026-01-06,Open-Source,19,0.379,31
2026-01-06,Safety Incident,8,-0.439,9
2026-01-07,Model Release,34,0.734,54
2026-01-07,Research Breakthrough,21,0.317,32
2026-01-07,Product Launch,19,0.388,25
2026-01-07,Policy & Regulation,14,0.463,25
2026-01-07,Funding/M&A,11,0.246,16
2026-01-07,Open-Source,16,0.202,22
2026-01-07,Safety Incident,8,-0.351,7
2026-01-08,Model Release,41,0.186,50
2026-01-08,Research Breakthrough,25,0.612,38
2026-01-08,Product Launch,24,0.018,27
2026-01-08,Policy & Regulation,14,-0.077,17
2026-01-08,Funding/M&A,10,0.048,10
2026-01-08,Open-Source,20,0.679,38
2026-01-08,Safety Incident,10,-0.85,9
2026-01-09,Model Release,22,0.283,31
2026-01-09,Research Breakthrough,20,0.728,31
2026-01-09,Product Launch,15,0.013,13
2026-01-09,Policy & Regulation,14,0.083,20
2026-01-09,Funding/M&A,16,0.192,18
2026-01-09,Open-Source,18,0.276,22
2026-01-09,Safety Incident,6,-0.428,7
2026-01-10,Model Release,25,0.57,42
2026-01-10,Research Breakthrough,16,0.97,37
2026-01-10,Product Launch,16,0.13,16
2026-01-10,Policy & Regulation,12,0.004,14
2026-01-10,Funding/M&A,12,0.259,18
2026-01-10,Open-Source,15,0.27,19
2026-01-10,Safety Incident,7,-0.643,7
2026-01-11,Model Release,28,0.342,37
2026-01-11,Research Breakthrough,12,0.278,14
2026-01-11,Product Launch,16,0.2,19
2026-01-11,Policy & Regulation,13,0.073,15
2026-01-11,Funding/M&A,13,0.367,16
2026-01-11,Open-Source,16,0.074,17
2026-01-11,Safety Incident,8,-0.326,8
2026-01-12,Model Release,29,0.604,43
2026-01-12,Research Breakthrough,19,0.489,36
2026-01-12,Product Launch,21,0.467,31
2026-01-12,Policy & Regulation,17,0.135,18
2026-01-12,Funding/M&A,18,-0.077,16
2026-01-12,Open-Source,15,0.224,21
2026-01-12,Safety Incident,8,-0.43,9
2026-01-13,Model Release,26,0.596,41
2026-01-13,Research Breakthrough,28,0.823,64
2026-01-13,Product Launch,20,0.071,24
2026-01-13,Policy & Regulation,14,-0.267,14
2026-01-13,Funding/M&A,13,0.44,22
2026-01-13,Open-Source,17,0.407,25
2026-01-13,Safety Incident,8,0.108,9
2026-01-14,Model Release,33,0.528,52
2026-01-14,Research Breakthrough,21,0.241,32
2026-01-14,Product Launch,22,0.365,27
2026-01-14,Policy & Regulation,15,0.101,17
2026-01-14,Funding/M&A,12,0.17,14
2026-01-14,Open-Source,18,0.411,26
2026-01-14,Safety Incident,9,-0.462,9
2026-01-15,Model Release,34,0.531,51
2026-01-15,Research Breakthrough,22,0.646,39
2026-01-15,Product Launch,24,0.414,35
2026-01-15,Policy & Regulation,16,0.004,20
2026-01-15,Funding/M&A,19,0.376,35
2026-01-15,Open-Source,14,0.301,19
2026-01-15,Safety Incident,8,-0.383,7
2026-01-16,Model Release,33,0.527,56
2026-01-16,Research Breakthrough,17,0.579,30
2026-01-16,Product Launch,19,0.285,30
2026-01-16,Policy & Regulation,12,-0.016,14
2026-01-16,Funding/M&A,14,0.333,19
2026-01-16,Open-Source,12,0.177,15
2026-01-16,Safety Incident,8,-0.307,5
2026-01-17,Model Release,28,0.334,36
2026-01-17,Research Breakthrough,25,0.528,44
2026-01-17,Product Launch,23,0.175,28
2026-01-17,Policy & Regulation,14,-0.185,13
2026-01-17,Funding/M&A,12,0.355,18
2026-01-17,Open-Source,12,0.575,22
2026-01-17,Safety Incident,5,-0.574,4
2026-01-18,Model Release,21,0.542,33
2026-01-18,Research Breakthrough,17,0.293,23
2026-01-18,Product Launch,20,0.415,25
2026-01-18,Policy & Regulation,10,0.164,12
2026-01-18,Funding/M&A,11,0.025,10
2026-01-18,Open-Source,14,0.332,22
2026-01-18,Safety Incident,7,-0.624,7
2026-01-19,Model Release,34,0.218,36
2026-01-19,Research Breakthrough,19,0.237,30
2026-01-19,Product Launch,14,0.221,22
2026-01-19,Policy & Regulation,14,-0.042,13
2026-01-19,Funding/M&A,13,0.137,19
2026-01-19,Open-Source,15,0.157,21
2026-01-19,Safety Incident,9,-0.491,9
2026-01-20,Model Release,33,0.133,40
2026-01-20,Research Breakthrough,20,0.366,27
2026-01-20,Product Launch,22,0.314,27
2026-01-20,Policy & Regulation,13,0.05,16
2026-01-20,Funding/M&A,15,-0.217,16
2026-01-20,Open-Source,22,0.685,41
2026-01-20,Safety Incident,9,-0.568,8
2026-01-21,Model Release,29,0.372,36
2026-01-21,Research Breakthrough,25,0.416,41
2026-01-21,Product Launch,21,0.197,30
2026-01-21,Policy & Regulation,13,0.002,13
2026-01-21,Funding/M&A,17,0.166,22
2026-01-21,Open-Source,19,-0.022,18
2026-01-21,Safety Incident,9,-0.268,9
2026-01-22,Model Release,38,0.31,54
2026-01-22,Research Breakthrough,22,0.402,30
2026-01-22,Product Launch,19,0.246,24
2026-01-22,Policy & Regulation,15,-0.277,14
2026-01-22,Funding/M&A,33,0.26,43
2026-01-22,Open-Source,17,0.577,28
2026-01-22,Safety Incident,11,-0.703,9
2026-01-23,Model Release,24,0.208,29
2026-01-23,Research Breakthrough,19,0.621,29
2026-01-23,Product Launch,20,0.021,21
2026-01-23,Policy & Regulation,15,0.133,19
2026-01-23,Funding/M&A,15,0.284,22
2026-01-23,Open-Source,19,0.213,25
2026-01-23,Safety Incident,8,-0.315,8
2026-01-24,Model Release,31,0.26,36
2026-01-24,Research Breakthrough,22,0.48,33
2026-01-24,Product Launch,16,0.202,23
2026-01-24,Policy & Regulation,13,0.106,17
2026-01-24,Funding/M&A,12,0.365,13
2026-01-24,Open-Source,11,0.393,16
2026-01-24,Safety Incident,6,-0.338,5
2026-01-25,Model Release,27,0.372,40
2026-01-25,Research Breakthrough,15,0.445,26
2026-01-25,Product Launch,18,0.453,28
2026-01-25,Policy & Regulation,8,-0.034,8
2026-01-25,Funding/M&A,15,0.384,23
2026-01-25,Open-Source,12,0.423,18
2026-01-25,Safety Incident,6,-0.672,6
2026-01-26,Model Release,29,0.495,40
2026-01-26,Research Breakthrough,17,1,33
2026-01-26,Product Launch,19,0.359,25
2026-01-26,Policy & Regulation,16,0.038,19
2026-01-26,Funding/M&A,17,0.038,18
2026-01-26,Open-Source,15,0.153,19
2026-01-26,Safety Incident,8,-0.417,8
2026-01-27,Model Release,37,0.411,55
2026-01-27,Research Breakthrough,27,0.355,45
2026-01-27,Product Launch,20,0.418,36
2026-01-27,Policy & Regulation,11,0.015,12
2026-01-27,Funding/M&A,19,0.107,31
2026-01-27,Open-Source,14,0.463,21
2026-01-27,Safety Incident,9,-0.552,7
2026-01-28,Model Release,26,0.369,32
2026-01-28,Research Breakthrough,19,0.496,30
2026-01-28,Product Launch,24,0.036,29
2026-01-28,Policy & Regulation,16,-0.004,16
2026-01-28,Funding/M&A,15,0.339,21
2026-01-28,Open-Source,20,0.351,34
2026-01-28,Safety Incident,9,-0.482,6
2026-01-29,Model Release,28,0.419,42
2026-01-29,Research Breakthrough,24,0.357,34
2026-01-29,Product Launch,19,0.333,27
2026-01-29,Policy & Regulation,18,-0.074,21
2026-01-29,Funding/M&A,13,0.096,14
2026-01-29,Open-Source,21,0.479,34
2026-01-29,Safety Incident,9,-0.645,10
2026-01-30,Model Release,35,0.344,51
2026-01-30,Research Breakthrough,22,0.448,33
2026-01-30,Product Launch,17,0.218,21
2026-01-30,Policy & Regulation,14,-0.009,14
2026-01-30,Funding/M&A,12,-0.09,15
2026-01-30,Open-Source,17,0.556,27
2026-01-30,Safety Incident,9,-0.424,10
2026-01-31,Model Release,48,0.342,65
2026-01-31,Research Breakthrough,19,0.52,35
2026-01-31,Product Launch,21,0.296,33
2026-01-31,Policy & Regulation,7,-0.035,8
2026-01-31,Funding/M&A,14,0.256,19
2026-01-31,Open-Source,13,0.256,21
2026-01-31,Safety Incident,8,-0.215,7
2026-02-01,Model Release,24,0.45,37
2026-02-01,Research Breakthrough,18,0.476,27
2026-02-01,Product Launch,14,0.236,16
2026-02-01,Policy & Regulation,13,0.201,15
2026-02-01,Funding/M&A,8,0.251,11
2026-02-01,Open-Source,14,0.16,14
2026-02-01,Safety Incident,9,-0.489,9
2026-02-02,Model Release,29,0.424,39
2026-02-02,Research Breakthrough,19,0.236,22
2026-02-02,Product Launch,16,-0.045,16
2026-02-02,Policy & Regulation,12,-0.164,11
2026-02-02,Funding/M&A,13,0.029,19
2026-02-02,Open-Source,18,0.602,30
2026-02-02,Safety Incident,9,-0.312,7
2026-02-03,Model Release,31,0.875,59
2026-02-03,Research Breakthrough,25,0.441,42
2026-02-03,Product Launch,18,0.099,25
2026-02-03,Policy & Regulation,16,-0.396,14
2026-02-03,Funding/M&A,15,0.308,22
2026-02-03,Open-Source,19,0.416,30
2026-02-03,Safety Incident,8,-0.597,6
2026-02-04,Model Release,29,0.492,51
2026-02-04,Research Breakthrough,26,0.372,36
2026-02-04,Product Launch,20,0.48,33
2026-02-04,Policy & Regulation,18,-0.125,17
2026-02-04,Funding/M&A,13,-0.075,13
2026-02-04,Open-Source,17,0.308,20
2026-02-04,Safety Incident,9,-0.501,9
2026-02-05,Model Release,36,0.114,46
2026-02-05,Research Breakthrough,22,0.756,41
2026-02-05,Product Launch,20,0.207,22
2026-02-05,Policy & Regulation,18,0.431,23
2026-02-05,Funding/M&A,15,0.16,18
2026-02-05,Open-Source,21,0.625,35
2026-02-05,Safety Incident,11,-0.444,10
2026-02-06,Model Release,31,0.216,48
2026-02-06,Research Breakthrough,23,0.416,34
2026-02-06,Product Launch,16,0.327,20
2026-02-06,Policy & Regulation,13,-0.043,15
2026-02-06,Funding/M&A,16,0.322,22
2026-02-06,Open-Source,14,0.346,20
2026-02-06,Safety Incident,8,-0.552,6
2026-02-07,Model Release,27,0.595,53
2026-02-07,Research Breakthrough,21,0.302,34
2026-02-07,Product Launch,14,0.141,18
2026-02-07,Policy & Regulation,9,0.194,12
2026-02-07,Funding/M&A,13,0.032,16
2026-02-07,Open-Source,16,0.335,25
2026-02-07,Safety Incident,4,-0.385,4
2026-02-08,Model Release,24,0.382,37
2026-02-08,Research Breakthrough,16,0.458,25
2026-02-08,Product Launch,17,0.501,26
2026-02-08,Policy & Regulation,14,-0.185,13
2026-02-08,Funding/M&A,8,0.193,11
2026-02-08,Open-Source,19,0.409,27
2026-02-08,Safety Incident,8,-0.443,7
2026-02-09,Model Release,33,0.547,46
2026-02-09,Research Breakthrough,21,0.477,30
2026-02-09,Product Launch,14,0.268,18
2026-02-09,Policy & Regulation,12,0.025,13
2026-02-09,Funding/M&A,14,0.464,22
2026-02-09,Open-Source,21,0.624,39
2026-02-09,Safety Incident,7,-0.503,5
2026-02-10,Model Release,36,0.338,54
2026-02-10,Research Breakthrough,25,0.51,39
2026-02-10,Product Launch,18,0.2,25
2026-02-10,Policy & Regulation,37,0.039,47
2026-02-10,Funding/M&A,17,-0.085,17
2026-02-10,Open-Source,16,0.39,25
2026-02-10,Safety Incident,10,-0.151,9
2026-02-11,Model Release,33,0.453,56
2026-02-11,Research Breakthrough,20,0.604,36
2026-02-11,Product Launch,21,0.229,30
2026-02-11,Policy & Regulation,16,0.122,18
2026-02-11,Funding/M&A,12,0.163,15
2026-02-11,Open-Source,20,0.262,29
2026-02-11,Safety Incident,9,-0.583,9
2026-02-12,Model Release,33,0.225,45
2026-02-12,Research Breakthrough,24,0.317,36
2026-02-12,Product Launch,21,0.144,21
2026-02-12,Policy & Regulation,16,0.068,19
2026-02-12,Funding/M&A,19,-0.268,21
2026-02-12,Open-Source,22,0.224,32
2026-02-12,Safety Incident,8,-0.638,7
2026-02-13,Model Release,37,0.415,56
2026-02-13,Research Breakthrough,24,0.368,41
2026-02-13,Product Launch,23,0.357,31
2026-02-13,Policy & Regulation,15,0.103,19
2026-02-13,Funding/M&A,16,0.259,20
2026-02-13,Open-Source,20,0.45,32
2026-02-13,Safety Incident,9,-0.394,9
2026-02-14,Model Release,28,0.318,37
2026-02-14,Research Breakthrough,17,0.428,28
2026-02-14,Product Launch,16,0.26,22
2026-02-14,Policy & Regulation,13,0.167,20
2026-02-14,Funding/M&A,9,0.139,12
2026-02-14,Open-Source,10,0.713,18
2026-02-14,Safety Incident,6,-0.275,3
2026-02-15,Model Release,28,0.172,36
2026-02-15,Research Breakthrough,20,0.623,36
2026-02-15,Product Launch,23,0.291,31
2026-02-15,Policy & Regulation,14,0.038,17
2026-02-15,Funding/M&A,4,0.262,5
2026-02-15,Open-Source,13,0.282,20
2026-02-15,Safety Incident,5,0.117,7
2026-02-16,Model Release,32,0.692,59
2026-02-16,Research Breakthrough,18,0.665,27
2026-02-16,Product Launch,20,0.496,34
2026-02-16,Policy & Regulation,11,0.087,13
2026-02-16,Funding/M&A,12,-0.236,9
2026-02-16,Open-Source,15,0.603,32
2026-02-16,Safety Incident,9,-0.592,8
2026-02-17,Model Release,39,0.46,63
2026-02-17,Research Breakthrough,25,0.696,53
2026-02-17,Product Launch,21,0.309,31
2026-02-17,Policy & Regulation,15,-0.345,15
2026-02-17,Funding/M&A,14,0.417,22
2026-02-17,Open-Source,22,0.246,33
2026-02-17,Safety Incident,7,-0.281,6
2026-02-18,Model Release,39,0.286,58
2026-02-18,Research Breakthrough,26,0.549,45
2026-02-18,Product Launch,26,0.179,39
2026-02-18,Policy & Regulation,15,0.267,26
2026-02-18,Funding/M&A,14,-0.208,13
2026-02-18,Open-Source,17,0.305,23
2026-02-18,Safety Incident,9,-0.192,10
2026-02-19,Model Release,40,0.766,70
2026-02-19,Research Breakthrough,16,0.844,32
2026-02-19,Product Launch,21,-0.045,18
2026-02-19,Policy & Regulation,17,0.024,14
2026-02-19,Funding/M&A,14,0.369,23
2026-02-19,Open-Source,19,0.91,41
2026-02-19,Safety Incident,11,-0.21,11
2026-02-20,Model Release,25,0.062,26
2026-02-20,Research Breakthrough,22,0.48,36
2026-02-20,Product Launch,18,0.366,29
2026-02-20,Policy & Regulation,14,-0.002,10
2026-02-20,Funding/M&A,16,0.041,16
2026-02-20,Open-Source,18,0.565,32
2026-02-20,Safety Incident,9,-0.647,8
2026-02-21,Model Release,25,0.661,47
2026-02-21,Research Breakthrough,18,0.631,32
2026-02-21,Product Launch,16,0.364,25
2026-02-21,Policy & Regulation,12,-0.175,12
2026-02-21,Funding/M&A,12,-0.026,12
2026-02-21,Open-Source,14,0.405,22
2026-02-21,Safety Incident,7,-0.369,6
2026-02-22,Model Release,30,0.423,48
2026-02-22,Research Breakthrough,23,0.429,30
2026-02-22,Product Launch,16,0.426,24
2026-02-22,Policy & Regulation,13,-0.26,10
2026-02-22,Funding/M&A,14,0.32,18
2026-02-22,Open-Source,15,0.272,18
2026-02-22,Safety Incident,7,-0.411,7
2026-02-23,Model Release,34,0.652,64
2026-02-23,Research Breakthrough,20,0.649,31
2026-02-23,Product Launch,19,0.47,32
2026-02-23,Policy & Regulation,15,0.394,21
2026-02-23,Funding/M&A,16,0.163,23
2026-02-23,Open-Source,16,0.541,30
2026-02-23,Safety Incident,9,-0.488,8
2026-02-24,Model Release,33,0.537,61
2026-02-24,Research Breakthrough,23,0.154,27
2026-02-24,Product Launch,23,0.11,21
2026-02-24,Policy & Regulation,15,-0.317,14
2026-02-24,Funding/M&A,15,0.191,22
2026-02-24,Open-Source,16,0.013,18
2026-02-24,Safety Incident,10,-0.707,8
2026-02-25,Model Release,34,0.355,46
2026-02-25,Research Breakthrough,33,0.433,52
2026-02-25,Product Launch,20,-0.196,22
2026-02-25,Policy & Regulation,10,0.294,12
2026-02-25,Funding/M&A,13,0.16,21
2026-02-25,Open-Source,20,0.366,27
2026-02-25,Safety Incident,10,-0.517,10
2026-02-26,Model Release,28,0.445,45
2026-02-26,Research Breakthrough,20,0.294,27
2026-02-26,Product Launch,20,0.332,24
2026-02-26,Policy & Regulation,14,0.431,20
2026-02-26,Funding/M&A,15,0.148,18
2026-02-26,Open-Source,22,0.297,34
2026-02-26,Safety Incident,8,-0.311,7
2026-02-27,Model Release,30,0.334,45
2026-02-27,Research Breakthrough,17,0.305,29
2026-02-27,Product Launch,20,0.215,28
2026-02-27,Policy & Regulation,14,-0.355,13
2026-02-27,Funding/M&A,14,0.243,17
2026-02-27,Open-Source,16,0.606,27
2026-02-27,Safety Incident,8,-0.384,7
2026-02-28,Model Release,32,0.319,47
2026-02-28,Research Breakthrough,17,0.255,25
2026-02-28,Product Launch,17,0.395,27
2026-02-28,Policy & Regulation,10,0.072,9
2026-02-28,Funding/M&A,14,-0.015,16
2026-02-28,Open-Source,16,0.303,22
2026-02-28,Safety Incident,23,-0.748,23
2026-03-01,Model Release,28,0.521,38
2026-03-01,Research Breakthrough,19,0.679,38
2026-03-01,Product Launch,15,0.23,24
2026-03-01,Policy & Regulation,10,0.042,12
2026-03-01,Funding/M&A,13,0.012,16
2026-03-01,Open-Source,17,0.727,29
2026-03-01,Safety Incident,7,-0.253,8
2026-03-02,Model Release,31,0.075,35
2026-03-02,Research Breakthrough,24,0.602,45
2026-03-02,Product Launch,24,0.202,28
2026-03-02,Policy & Regulation,12,0.028,15
2026-03-02,Funding/M&A,18,0.219,24
2026-03-02,Open-Source,16,0.621,26
2026-03-02,Safety Incident,8,-0.464,7
2026-03-03,Model Release,43,0.189,71
2026-03-03,Research Breakthrough,22,0.332,29
2026-03-03,Product Launch,23,0.277,36
2026-03-03,Policy & Regulation,15,-0.251,13
2026-03-03,Funding/M&A,17,-0.085,17
2026-03-03,Open-Source,20,0.255,25
2026-03-03,Safety Incident,8,-0.476,8
2026-03-04,Model Release,47,0.56,69
2026-03-04,Research Breakthrough,19,0.46,34
2026-03-04,Product Launch,24,0.185,34
2026-03-04,Policy & Regulation,19,0.313,24
2026-03-04,Funding/M&A,17,-0.051,16
2026-03-04,Open-Source,16,0.353,20
2026-03-04,Safety Incident,10,-0.452,8
2026-03-05,Model Release,38,0.626,68
2026-03-05,Research Breakthrough,23,0.429,35
2026-03-05,Product Launch,20,-0.028,20
2026-03-05,Policy & Regulation,18,-0.099,13
2026-03-05,Funding/M&A,34,0.379,42
2026-03-05,Open-Source,19,0.474,31
2026-03-05,Safety Incident,10,-0.341,7
2026-03-06,Model Release,34,0.598,57
2026-03-06,Research Breakthrough,22,0.297,35
2026-03-06,Product Launch,17,0.577,28
2026-03-06,Policy & Regulation,15,-0.046,20
2026-03-06,Funding/M&A,10,0.246,10
2026-03-06,Open-Source,13,0.741,26
2026-03-06,Safety Incident,6,-0.451,5
2026-03-07,Model Release,31,0.683,58
2026-03-07,Research Breakthrough,20,0.571,30
2026-03-07,Product Launch,19,0.446,28
2026-03-07,Policy & Regulation,11,0.311,16
2026-03-07,Funding/M&A,10,0.104,11
2026-03-07,Open-Source,15,0.387,22
2026-03-07,Safety Incident,9,-0.3,10
2026-03-08,Model Release,22,0.37,36
2026-03-08,Research Breakthrough,21,0.358,28
2026-03-08,Product Launch,20,0.242,29
2026-03-08,Policy & Regulation,13,0.029,15
2026-03-08,Funding/M&A,11,0.486,18
2026-03-08,Open-Source,18,0.305,24
2026-03-08,Safety Incident,7,-0.605,7
2026-03-09,Model Release,34,0.258,45
2026-03-09,Research Breakthrough,22,0.345,30
2026-03-09,Product Launch,23,0.146,27
2026-03-09,Policy & Regulation,19,-0.333,14
2026-03-09,Funding/M&A,18,0.106,23
2026-03-09,Open-Source,22,0.271,28
2026-03-09,Safety Incident,9,-0.464,7
2026-03-10,Model Release,36,0.111,46
2026-03-10,Research Breakthrough,27,0.451,41
2026-03-10,Product Launch,23,0.183,28
2026-03-10,Policy & Regulation,16,0.315,23
2026-03-10,Funding/M&A,16,0.15,19
2026-03-10,Open-Source,17,0.235,25
2026-03-10,Safety Incident,9,-0.433,7
2026-03-11,Model Release,31,0.266,49
2026-03-11,Research Breakthrough,23,0.358,32
2026-03-11,Product Launch,21,0.321,29
2026-03-11,Policy & Regulation,16,-0.038,18
2026-03-11,Funding/M&A,17,0.218,24
2026-03-11,Open-Source,19,0.618,34
2026-03-11,Safety Incident,11,-0.464,10
2026-03-12,Model Release,34,0.353,54
2026-03-12,Research Breakthrough,23,0.749,43
2026-03-12,Product Launch,26,0.091,30
2026-03-12,Policy & Regulation,15,0.232,21
2026-03-12,Funding/M&A,16,0.098,19
2026-03-12,Open-Source,21,0.55,34
2026-03-12,Safety Incident,9,-0.432,8
2026-03-13,Model Release,33,0.268,54
2026-03-13,Research Breakthrough,19,0.752,39
2026-03-13,Product Launch,22,0.617,40
2026-03-13,Policy & Regulation,14,-0.044,13
2026-03-13,Funding/M&A,16,-0.087,13
2026-03-13,Open-Source,20,0.582,35
2026-03-13,Safety Incident,9,-0.311,8
2026-03-14,Model Release,23,0.581,40
2026-03-14,Research Breakthrough,15,0.506,23
2026-03-14,Product Launch,17,0.221,24
2026-03-14,Policy & Regulation,12,-0.158,13
2026-03-14,Funding/M&A,14,-0.077,15
2026-03-14,Open-Source,17,0.373,26
2026-03-14,Safety Incident,7,-0.765,7
2026-03-15,Model Release,52,0.427,78
2026-03-15,Research Breakthrough,18,0.509,29
2026-03-15,Product Launch,20,0.204,22
2026-03-15,Policy & Regulation,13,-0.185,7
2026-03-15,Funding/M&A,10,0.101,11
2026-03-15,Open-Source,11,0.36,18
2026-03-15,Safety Incident,8,-0.449,8
2026-03-16,Model Release,30,0.191,42
2026-03-16,Research Breakthrough,18,0.54,29
2026-03-16,Product Launch,18,0.198,26
2026-03-16,Policy & Regulation,11,0.098,13
2026-03-16,Funding/M&A,13,0.187,17
2026-03-16,Open-Source,16,0.444,28
2026-03-16,Safety Incident,8,-0.375,5
2026-03-17,Model Release,39,0.014,47
2026-03-17,Research Breakthrough,23,0.51,32
2026-03-17,Product Launch,22,0.428,36
2026-03-17,Policy & Regulation,17,0.049,22
2026-03-17,Funding/M&A,18,0.068,19
2026-03-17,Open-Source,17,0.394,22
2026-03-17,Safety Incident,7,-0.489,7
2026-03-18,Model Release,38,0.545,55
2026-03-18,Research Breakthrough,23,0.22,31
2026-03-18,Product Launch,22,0.193,29
2026-03-18,Policy & Regulation,15,-0.134,18
2026-03-18,Funding/M&A,18,0.147,18
2026-03-18,Open-Source,19,0.503,31
2026-03-18,Safety Incident,11,-0.229,10
2026-03-19,Model Release,35,0.261,45
2026-03-19,Research Breakthrough,28,0.404,35
2026-03-19,Product Launch,23,0.262,30
2026-03-19,Policy & Regulation,13,0.261,19
2026-03-19,Funding/M&A,14,0.207,16
2026-03-19,Open-Source,16,0.022,20
2026-03-19,Safety Incident,11,-0.506,10
2026-03-20,Model Release,39,0.214,44
2026-03-20,Research Breakthrough,22,0.579,36
2026-03-20,Product Launch,15,0.142,20
2026-03-20,Policy & Regulation,16,-0.251,11
2026-03-20,Funding/M&A,12,0.175,19
2026-03-20,Open-Source,16,0.411,22
2026-03-20,Safety Incident,11,-0.558,9
2026-03-21,Model Release,30,0.112,40
2026-03-21,Research Breakthrough,19,0.328,25
2026-03-21,Product Launch,12,0.18,11
2026-03-21,Policy & Regulation,31,-0.039,30
2026-03-21,Funding/M&A,11,0.028,14
2026-03-21,Open-Source,19,0.369,31
2026-03-21,Safety Incident,7,-0.504,5
2026-03-22,Model Release,32,0.461,44
2026-03-22,Research Breakthrough,20,0.387,27
2026-03-22,Product Launch,17,-0.065,16
2026-03-22,Policy & Regulation,16,0.128,17
2026-03-22,Funding/M&A,14,0.196,17
2026-03-22,Open-Source,13,0.4,18
2026-03-22,Safety Incident,7,-0.317,7
2026-03-23,Model Release,27,0.266,43
2026-03-23,Research Breakthrough,27,0.547,51
2026-03-23,Product Launch,23,0.256,24
2026-03-23,Policy & Regulation,14,-0.181,13
2026-03-23,Funding/M&A,18,0.225,22
2026-03-23,Open-Source,14,0.047,12
2026-03-23,Safety Incident,10,-0.296,9
2026-03-24,Model Release,37,0.341,53
2026-03-24,Research Breakthrough,29,0.55,39
2026-03-24,Product Launch,25,-0.067,24
2026-03-24,Policy & Regulation,14,0.057,14
2026-03-24,Funding/M&A,13,-0.008,16
2026-03-24,Open-Source,19,0.52,35
2026-03-24,Safety Incident,10,-0.347,8
2026-03-25,Model Release,37,0.143,49
2026-03-25,Research Breakthrough,28,0.654,49
2026-03-25,Product Launch,25,0.254,32
2026-03-25,Policy & Regulation,18,0.181,29
2026-03-25,Funding/M&A,18,-0.018,17
2026-03-25,Open-Source,16,0.414,22
2026-03-25,Safety Incident,11,-0.502,11
2026-03-26,Model Release,38,0.412,52
2026-03-26,Research Breakthrough,25,0.403,37
2026-03-26,Product Launch,23,0.403,33
2026-03-26,Policy & Regulation,18,0.109,26
2026-03-26,Funding/M&A,9,0.064,12
2026-03-26,Open-Source,13,0.667,23
2026-03-26,Safety Incident,8,-0.319,6
2026-03-27,Model Release,29,0.614,48
2026-03-27,Research Breakthrough,19,0.841,40
2026-03-27,Product Launch,18,0.138,22
2026-03-27,Policy & Regulation,17,-0.127,13
2026-03-27,Funding/M&A,17,0.129,21
2026-03-27,Open-Source,18,0.33,19
2026-03-27,Safety Incident,8,-0.227,10
2026-03-28,Model Release,29,0.345,48
